web-scraper-order,web-scraper-start-url,select,select-href,job_name,company's_name,location,JobDescReq,webpage
"1707037638-12","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Admin Analyst","https://www.jobstreet.co.id/id/job/72785331?type=standout&ref=search-standalone#sol=1a741bbb5f61bc115cf0b2e1a6bb37d834cff99c","PT ACCENTUATES","PT ACCENTUATES","Cirebon, Jawa Barat","Qualifications Required Usia maks. 30 tahunMin. S1 semua jurusanPengalaman dibidang admin/data analyst minimal 1 tahunPaham rumus - rumus excell seperti vlookup, hlookup, pivot, dan ifMampu bekerja secara tim dan individuMempunyai inisiatif tinggi, cekatan, tekun dan telitiDapat bekerja dengan deadline dan mudah beradaptasiBersedia overtime (jika diperlukan)Sudah Vaksinasi Covid Min. Dosis 1 & 2 Di butuhkan admin untuk area Cirebon, Semarang, Surabaya, Mataram, Aceh, Batam, Banjarmasin, Palu",""
"1707037642-13","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Purchase Sales Inventory Staff","https://www.jobstreet.co.id/id/job/73087033?type=standard&ref=search-standalone#sol=2a68c660eae27be92260088df2bb9462915404a7","PT SHARP Electronics Indonesia","PT SHARP Electronics Indonesia","Karawang, Jawa Barat","Job Specification :Candidates must posses minimum Diploma Degree from any disciplineExperience minimum 1 year in similar fieldExperienced in production planning, data analyst and purchasingHigh loyalty and fast learnerGood communication skillFluent in English (oral and written)Advanced skill in ExcelProficient using Ms OfficePlacement : KIIC, Karawang
Job Description :Input actual data for purchase, sales and inventoryUpdating and controlling shipping scheduleAs a representative for Marketing to Factory and PurchasingCommunicate with supplier and related department",""
"1707037644-14","https://www.jobstreet.co.id/id/Data-Analyst-jobs","IT Magento Development","https://www.jobstreet.co.id/id/job/73237459?type=standard&ref=search-standalone#sol=d8fd27b8e64c2f821ce4f8f98a7fb214f00cfce6","PT Porto Indonesia Sejahtera","PT Porto Indonesia Sejahtera","Jakarta Utara, Jakarta Raya","The Team You will be joining our IT department, which is in charge of digitization - system development, infrastructure integration, data integration and data analysis - within PT Porto Indonesia Sejahtera. We are a fast-paced team focusing on learning agility and speed. We aim to apply the latest technologies to achieve our ambitious vision.We provide the advantages of established corporation, best resources, personal growth and good working environment. Our IT team is composed of young and talented people, having top background with varying expertise and experience. We have developers, business analysts, data analyst, mobile apps developer and IT infrastructure specialists. Common traits that every team member share are curios, innovative, resilient and willingness to learn and move forward
Responsibilities:Responsible for the development and maintenance of apps,  Customization of existing web view and pluginEnsure the performance, quality, and efficiency of web applicationsCollaborate with a team to define, design, and deliver new featuresIdentify and fix the bugs. Make automation process.Write clean, stable, documented and tested codeTest & deploy changes to production stage
 Requirements:Minimum D3 graduate in Information Systems or Informatics Engineering (prefered)At least 1 years’ experience in Web / CMS DevelopmentExperienced developing Magento & PHP frameworkExperienced maintaining Ecommerce systemExperienced using SQL databaseGood understanding of algorithms and data structuresFamiliar with API integration is a plusGood Knowledge on web programming concept (client-server, HTTP methods)Good Knowledge on HTML and StylesheetGood Knowledge on JavaScript for good visualizationWilling to work on Vikamas, North Jakarta",""
"1707037646-15","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Tank Farm Officer (Marunda, North Jakarta)","https://www.jobstreet.co.id/id/job/73312437?type=standout&ref=search-standalone#sol=cb5dd2f3b467de3b574d7edb2bc4569997dc355b","PT SMART,Tbk","PT SMART,Tbk","Jakarta Utara, Jakarta Raya","Job Description Summary :Coordinate the implementation of oil revenues and expendituresJob Description : Responsible for acceptance of raw materials and ISCC and Non ISCC oil expenditures and ensure compliance with the procedures referring to the ISCC system (ISCC ID, GHG emission, Total Certified Product).Conducting and monitoring the process of receipt and removal of oil returns.Monitoring the process of non-branded oil expenditure.Monitoring for all activities of acceptance, and expenditure has been recorded correctly.Monitoring that oil received and disposed of in a sealed state perfectly.Monitor the placement and discharge of oil based on the quality of oil as per the recommendation of Quality Control.Perform cleaning of bulk tubes regularly.Ensure the accuracy of reports on oil expenditure.Minimize oil loss, contamination, and oil damage.Run Safety Regulation in accordance with applicable policies.Responsible for the implementation of subordinate discipline.Running the implementation of quality management system (ISO 9001: 2000, ISO 22000: 2005, Halal, SMK3, ISCC system, RSPO, SMART D_Safe, OHSAS 18001, HACCP).Responsible for employee development in Bulk Filling.Monitoring the existing CCP properly and corrective actions taken when any deviation has been implemented correctly in accordance with the requirements in ISO documents, HACCP Plan and ISCC System.Responsible for maintaining and maintaining all equipment and equipment at Bulk Filling location.Review, evaluate and submit daily, weekly and monthly reports from foreman to section headRecommend improvements (if any) related to reports from foreman.Job Requirement :Candidate must possess in Bachelor Degree in Chemical EngineeringAt least 3 years of working experience in Tank Farm Officer at Refinery Palm OilHaving skill in Data AnalystFamiliar ISO implementationWilling to be placed in Marunda, North Jakarta
""Our company has never levied any fees for the recruitment process nor has it required to order tickets and accommodation through a certain travel agent or certain person""",""
"1707037649-16","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Head of Area (Area Sales Officer)","https://www.jobstreet.co.id/id/job/73308803?type=standard&ref=search-standalone#sol=f2d202e27dcd0a2457c2beb1b4e4913af5eb7f0e","Cimory Group","Cimory Group","Samarinda, Kalimantan Timur","Vacancy Head of Area (Area Sales Officer)KalimantanSamarindaPontianakBalikpapanSulawesiMakassarJawa DepokPasuruanLamonganResponsibilities:Supervisi penjualanSupervisi stock product di distributorPengembangan distributor di special outletRequirements:Min. Pendidikan D3/S1 Semua JurusanMin. 1 tahun pengalaman di bidang FMCGFamiliar dengan ms. office (excel & powerpoint)Good leadership, communication, presentation, data analyst and coordination skills.",""
"1707037651-17","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Operations Cost & Performance Assistant Manager","https://www.jobstreet.co.id/id/job/73257328?type=standard&ref=search-standalone#sol=1ac6554d48570dd41bfd281b666289fc158e277b","Ninja Xpress","Ninja Xpress","Jakarta Selatan, Jakarta Raya","Operations Cost & Performance Assistant Manager responsible in monitoring and analysing company cost structure to get better visibility of cost driving factor, also help improving operation performances to create more efficient ops & cost.ResponsibilitiesCreate KPI for Operations to help improve performancesHelp set budgeting for companyExecute & maintain Operation's KPICreate pay scheme for blue collars workers in related Ops functionExecute and maintain payschemeMonitor and analyse company Ops cost structureRequirementsBachelor’s Degree related Analytical Skill from an accredited college or university+2 years experience as data analyst, market research, operation analystCuriosity and eager to learn in a fast paced environment also self learn under minimal directionUnderstanding research methods & data analyst tools (Excel, SQL, Solver, Tableu)Detail oriented and data drivenProblem solver and structure thinkingHave strong communication and interpersonal skill",""
"1707037654-18","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Admin Marketing","https://www.jobstreet.co.id/id/job/73324394?type=standard&ref=search-standalone#sol=0836cc99438b4828ef4e7018878de342e9e96d5f","PT Unitama Sari Mas","PT Unitama Sari Mas","Jakarta Utara, Jakarta Raya","Tanggung Jawab :Membantu pembuatan surat Action Proposal dan Submit ke Departement terkaitMemonitoring laporan program-program marketing sesuai dengan Action Proposal terkaitRecap action proposal dan realisasi budget setiap bulanAdministrasi service level (Document Filing, Meeting Scheduling, Claim Biaya Oprasional, Rembursement)Request sample marketing dan gimmick marketingManage marketing promotion material stockMembuat laporan data sales untuk keperluan analisa marketing teamMembuat laporan summary program marketing
Kulifikasi :Pendidikan SMA/K/DiplomaFresh graduate dipersilahkan melamar, namun diutamakan yang memiliki pengalaman bekerja 1 tahun sebagai admin, data analyst, dan supportTerbiasa dengan rumus-rumus excelMemiliki analisa yg baik dan telitiCepat tanggap dan cekatanTerbiasa bekerja dalam load pekerjaan yang tinggi",""
"1707037656-19","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Administration Head","https://www.jobstreet.co.id/id/job/73454556?type=standard&ref=search-standalone#sol=f511000715fed18995be84ea30f4d29427cc9593","PT Tunas Ridean","PT Tunas Ridean","Bekasi, Jawa Barat","Kualifikasi :Pendidikan terakhir S1 Jurusan EkonomiMemiliki pengalaman pada bidang yang serupa sekurang-kurangnya 2 tahunUsia maksimal 30 tahunMemiliki pengalaman untuk bekerja dengan tim dan memimpin timMahir dalam mengoperasikan Microsoft Office, Data AnalystPenampatan di Raden Inten dan Harapan Indah Bekasi  Tugas dan Tanggung Jawab :Mengelola penyimpanan, distribusi & pemesanan atas SPK di cabangMelakukan kontrol secara ketat atas seluruh SPK (available, borrow, released, cancel. Lost) yang ada di cabang Memastikan SPK/ Invoice yang dibatalkan sudah dibuatkan MemoPembatalan dan di write off dari sistemMelakukan verifikasi kesiapan dokumen untuk proses modem / webMemastikan dokumen tagihan dikirim ke leasing company maksimal H+1 sejak unit dikirim ke customerMemastikan bahwa unit yang akan dikirim ke customer individu A/R-nya telah LUNASMemastikan seluruh A/R baik Showroom & Workshop tidak Overdue (follow up A/R)Melakukan posting penerimaan cash untuk setiap transaksi penerimaan uang di cabang pada systemMelakukan cash count penerimaan setiap minggu & opname petty cash setiap bulanMelakukan monitoring atas WIP workshop, berkoordinasi dengan KabengMembuat budget & melakukan kontrol atas penggunaan budget pada Opex SystemMembuat laporan analisa kinerja cabang untuk dipertanggungjawabkan ke Kacab & AAMMemastikan proses pengembalian uang muka customer atas SPK/Invoice yang dibatalkan/dialihkan telah dijalankan dan ditransfer ke customer",""
"1707037659-20","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Internal Audit Analyst Manager","https://www.jobstreet.co.id/id/job/73056975?type=standard&ref=search-standalone#sol=14d7302c49820a2bd0dac869adcac544eb172bdc","PT Gunung Raja Paksi,Tbk","PT Gunung Raja Paksi,Tbk","Cikarang Barat, Jawa Barat","Responsibilities : Data Collection and Extraction: Retrieve relevant data from various sources.Ensure the accuracy and completeness of the data collected for analysis. Cleanse and validate data to eliminate errors, inconsistencies, and duplications. Verify the accuracy of data by cross-referencing and validating against multiple sources. Data Analysis and Interpretation: Analyze large datasets to identify patterns, trends, and anomalies. Interpret data to provide insights into potential risks, control weaknesses, or process inefficiencies.Audit Planning & Risk ManagementCollaborate with teams to understand audit objectives and scope. Contribute to risk assessment activities by analyzing data to identify areas of higher risk or potential issues.Data VisualizationCollaborate with internal team to create visualizations (charts, graphs, dashboards) to communicate complex data findings in a clear and understandable manner. Prepare comprehensive reports that highlight key findings, trends, and recommendations for audit stakeholders.Continuous Monitoring & Testing Establish automated processes for continuous monitoring of key indicators. Develop and execute data-driven tests to assess the effectiveness of controls and identify potential areas of concern.Compliance and Regulatory Reporting Ensure that audit activities and data analyses comply with relevant regulations and internal policies. Assist in preparing reports required for regulatory compliance purposes.Collaboration and CommunicationWork closely with internal audit team, Data Analytic team, IT professionals, and other relevant stakeholders.Communicate findings, insights, and recommendations effectively to both technical and non-technical audiences. Requirements :Background Education University Degree preferably in Accounting and FinanceMinimum of 3-5 years external/internal audit experience, ideally from a notable Public Accounting Firm and a minimum of 2 year as an internal auditor in Multinational or Manufacturing Company.Expertise in data analytics and audit transaction. Knowing about SAP. Experienced in analyzing and assessing risk in business or system processed, evaluating internal controls, and developing recommendations. Experience and a strong knowledge of internal control principles (e.g., COSO, risk-based auditing & etc.) Professional working proficiency in English and Bahasa, both written and spoken. Good communication and presentation skills Possess good planning skills and the capability to execute and achieve results according to deadlines Well verse using Ms. PowerPoint and has good understanding in reading data visualization (Power-Bi) for presentation materials to the Committee/ Management as well as for data analysis work.",""
"1707037661-21","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Product Associate (Mandarin Speaker)","https://www.jobstreet.co.id/id/job/72907866?type=standard&ref=search-standalone#sol=508a11840bc1cc54d9f2203062e9f7e6e6c5b82a","","PT UangMe Fintek Indonesia","Jakarta Selatan, Jakarta Raya","Responsibilities:Bridge communication of Product Team with company’s internal department & peers in Mandarin.Conduct market research, competitor analysis, insights.Assist in product feature requirements & optimization based on feedback & insight.Work closely with internal departments and stakeholders to implement new features & enhancements.Be comfortable in the day-to-day product workflow and execution of new features. Assist in product & feature testing to ensure there is no critical issue.Maintain responsiveness during working hours & prompt attention to any issues.Requirements:At least bachelor’s degree or above from top local or overseas universities. Preferred background in Computer Science, Engineering, or Business field is an advantage.Fresh graduates are welcome.Must be fluent in Chinese (Oral & Written). At least HSK level 4-5Passionate in product development & data driven.Experience of working in Chinese company or in China is a plus.Excellent analytical skills and strong inituitions of user behaviors.Willingness to try new things.",""
"1707037663-22","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Surveyor Credit Mobil Wilayah Bontang","https://www.jobstreet.co.id/id/job/72748618?type=standard&ref=search-standalone#sol=f1f21b2643409ce3ca9a02d4717215c57609a63e","PT KB Finansia Multi Finance","PT KB Finansia Multi Finance","Bontang Utara, Kalimantan Timur","Deskripsi Pekerjaan:    Menghubungi Konsumen untuk membuat janji kunjunganMelakukan Survey ke tempat tinggal/tempat usaha/tempat kerja konsumenMelakukan verifikasi dokumen persyaratan kreditMelakukan penginputan data hasil kunjungan ke dalam sistem
Kualifikasi :Memiliki pengalaman kerja minimal 1 tahun sebagai surveyor / Marketing Credit di perusahaan multi financeMemahami spesifikasi kendaraan mobilLebih disukai domisili di BontangMemiliki kendaraan bermotor dan menyukai pekerjaan lapangan",""
"1707037666-23","https://www.jobstreet.co.id/id/Data-Analyst-jobs","SAP Consultant Fico Module","https://www.jobstreet.co.id/id/job/72733808?type=standard&ref=search-standalone#sol=0913df57202f832ea632ed1304eee45a38826f2f","PT Mitra Solusi Telematika","PT Mitra Solusi Telematika","Yogyakarta, DI Yogyakarta","Responsibilities: Perform requirement gathering and develop functional specificationsConfiguration of SAP FI, CO modules based on business requirementsdevelop test strategies and perform and perform testing executionsProactively looking for improvement opportunities in business systemsSupport (including business process and functional support) and training of end usersCooperating with consultants from other modules and other systems Requirements: Minimum 3 years' SAP FICO experienceMinimum bachelor degree in Finance/Accounting or Information TechnologyHands-on functional configuration and design experienceParticipation in all phases of at least 2 full-lifecycle SAP implementations including data migration and reconciliationWilling to be placed in Yogyakarta",""
"1707037668-24","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Credit Marketing Officer (CMO) - Yogyakarta","https://www.jobstreet.co.id/id/job/72762465?type=standard&ref=search-standalone#sol=93ab00869ce8d2ed279c410b2bf59ef9b7c205c2","PT Tirta Rindang Unggul Ekatama Finance (TRUE FINANCE)","PT Tirta Rindang Unggul Ekatama Finance (TRUE FINANCE)","DI Yogyakarta","BenefitInsentiveJenjang karirNetworkingTrainingBPJS Kesehatan & Ketenagakerjaan Deskripsi PekerjaanMencari aplikasi/menjual pembiayaan kepada calon nasabahMempromosikan produk perusahaan kepada seluruh rekanan/calon nasabahMemelihara hubungan baik dengan rekanan & nasabah. Kualifikasi:Pendidikan D3 (Fresh gradaute di persilahkan melamar)Usia Ma 38 TahunMemiliki pengalaman 1 tahun yang sama dibidangnyaMenguasai area dan bahasa daerah setempatMemiliki dan bisa mengendarai R2 + SIM C (SIM A diutamakan)Memiliki smartphone android & gmailMemahami digital marketingPenampilan rapiSiap bekerja dengan targetMemiliki kemampuan analisa yang baikPernah menjadi Detailer diminatiNote :Untuk pembukaan cabang baru PT TRUE Finance di daerah Yogyakarta. Rencana akan mulai beroperasi di Januari 2024",""
